"AppName","ResourceAppId","PermissionId","AccessType"
"dfgsdfg","00000003-0000-0000-c000-000000000000","e1fe6dd8-ba31-4d61-89e7-88639da4683d","Scope"
"dfgsdfg","00000003-0000-0000-c000-000000000000","9a5d68dd-52b0-4cc2-bd40-abcf44ac3a30","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","93283d0a-6322-4fa8-966b-8c121624760d","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","381f742f-e1f8-4309-b4ab-e3d91ae4c5c1","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","5fbb5982-3230-4882-93c0-2167523ce0c2","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","6fe20a79-0e15-45a1-b019-834c125993a0","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","ecae8511-f2d7-4be4-bdbf-91f244d45986","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","64a59178-dad3-4673-89db-84fdcd622fec","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","a9e09520-8ed4-4cde-838e-4fdea192c227","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","cac88765-0581-4025-9725-5ebc13f729ee","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","8b919d44-6192-4f3d-8a3b-f86f8069ae3c","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","673a007a-9e0f-4c97-b066-3c0164486909","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","3b37c5a4-1226-493d-bec3-5d6c6b866f3f","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","b185aa14-d8d2-42c1-a685-0f5596613624","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","81b4724a-58aa-41c1-8a55-84ef97466587","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","7438b122-aefc-4978-80ed-43db9fcc7715","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","7a6ee1e7-141e-4cec-ae74-d9db155731ff","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","315b6e8c-d92a-4691-919d-00ce76d1344a","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","dc377aa6-52d8-4e23-b271-2a7ae04cedf3","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","2f51be20-0bb4-4fed-bf7b-db946066c75e","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","58ca0d9a-1575-47e1-a3cb-007ef2e4583b","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","c7a5be92-2b3d-4540-8a67-c96dcaae8b43","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","06a5fe6d-c49d-46a7-b082-56b1b14103c7","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","dd9febb5-0c6d-419f-b256-3afe12c6adeb","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","7ab1d382-f21e-4acd-a863-ba3e13f7da61","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","ae73097b-cb2a-4447-b064-5d80f6093921","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","dbb9058a-0e50-45d7-ae91-66909b5d4664","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","1914711b-a1cb-4793-b019-c2ce0ed21b8c","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","1987d7a0-d602-4262-ab90-cfdd43b37545","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","5b567255-7703-4780-807c-7be8301ae99b","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","e321f0bb-e7f7-481e-bb28-e3b0b32d4bd0","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","6e472fd1-ad78-48da-a0f0-97ab2c6b769e","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","607c7344-0eed-41e5-823a-9695ebe1b7b0","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","dc5007c0-2d7d-4c42-879c-2dab87571379","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","1b0c317f-dd31-4305-9932-259a8b6e8099","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","14f49b9f-4bf2-4d24-b80e-b27ec58409bd","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","19da66cb-0fb0-4390-b071-ebc76a349482","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","40f97065-369a-49f4-947c-6a255697ae91","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","4f994bc0-31bb-44bb-b480-7a7c1be8c02e","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","6daaff82-2880-496d-9d80-57e8e31195e2","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","21ffa320-2e7f-47d3-a466-7ff04d2dd68d","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","8b724a84-ceac-4fd9-897e-e31ba8f2d7a3","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","27fc435f-44e2-4b30-bf3c-e0ce74aed618","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","246dd0d5-5bd0-4def-940b-0421030a5b68","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","8e3bc81b-d2f3-4b7b-838c-32c88218d2f0","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","37730810-e9ba-4e46-b07e-8ca78d182097","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","bdba4817-6ba1-4a7c-8a01-be9bc7c242dd","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","b21b72f6-4e6a-4533-9112-47eea9f97b28","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","9e640839-a198-48fb-8b9a-013fd6f6cbcd","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","4cdc2547-9148-4295-8d11-be0db1391d6b","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","01e37dc9-c035-40bd-b438-b2879c4870a6","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","5df6fe86-1be0-44eb-b916-7bd443a71236","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","cd4161cb-f098-48f8-a884-1eda9a42434c","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","edb419d6-7edc-42a3-9345-509bfdf5d87c","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","e5a76501-dbb0-492c-ab55-5d09e8837263","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","214fda0c-514a-4650-b037-b562b1a66124","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","ac3a2b8e-03a3-4da9-9ce0-cbe28bf1accd","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","d5fe8ce8-684c-4c83-a52c-46e882ce4be1","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","ff278e11-4a33-4d0c-83d2-d01dc58929a5","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","483bed4a-2ad3-4361-a73b-c83ccdbdc53c","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","ef31918f-2d50-4755-8943-b8638c0a077e","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","fdc4c997-9942-4479-bfcb-75a36d1138df","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","5e0edab9-c148-49d0-b423-ac253e121825","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","472e4a4d-bb4a-4026-98d1-0b0d74cb74a5","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","b48f7ac2-044d-4281-b02f-75db744d6f5f","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","bf394140-e372-4bf9-a898-299cfc7564e5","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","f8dcd971-5d83-4e1e-aa95-ef44611ad351","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","5f0ffea2-f474-4cf2-9834-61cda2bcea5c","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","3e5d0bee-973f-4736-a123-4e1ab146f3a8","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","45cc0394-e837-488b-a098-1918f48d186c","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","e46a01e9-b2cf-4d89-8424-bcdc6dd445ab","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","0fdf35a5-82f8-41ff-9ded-0b761cc73512","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","242607bd-1d2c-432c-82eb-bdb27baa23ab","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","a91eadaf-2c3c-4362-908b-fb172d208fc6","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","0591bafd-7c1c-4c30-a2a5-2b9aacb1dfe8","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","197ee4e9-b993-4066-898f-d6aecc55125b","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","e0b77adb-e790-44a3-b0a0-257d06303687","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","df021288-bdef-4463-88db-98f22de89214","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","97235f07-e226-4f63-ace3-39588e11d3a1","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","38d9df27-64da-44fd-b7c5-a6fbac20248f","Role"
"dfgsdfg","00000003-0000-0000-c000-000000000000","72e00c1d-3e3d-43bb-a0b9-c435611bb1d2","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","528ca142-c849-4a5b-935e-10b8b9c38a84","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","ea8291d3-4b9a-44b5-bc3a-6cea3026dc79","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","721af526-ffa8-42d7-9b84-1a56244dd99d","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","a833834a-4cf1-4732-8acf-bbcfa13fb610","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","6443965c-7dd2-4cfd-b38f-bb7772bee163","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","37f71c98-d198-41ae-964d-2c49aab74926","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","41269fc5-d04d-4bfd-bce7-43a51cea049a","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","02b005dd-f804-43b4-8fc7-078460413f74","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","6a33eedf-ba73-4e5a-821b-f057ef63853a","Role"
"dfgsdfg","fc780465-2017-40d4-a0c5-307022471b92","227f2ea0-c2c2-4428-b7af-9ff40f1a720e","Role"
